lat	lon	period	windspeed
48.10486806	-119.7206128	1	46.15336531
36.77619444	-119.7181389	1	4.668789775
45.45263139	-119.6886361	1	20.38603733
35.62357083	-119.6862383	1	1.477682359
36.31852194	-119.6288675	1	36.12804309
36.10245111	-119.5948469	1	42.59622863
48.46440222	-119.5180503	1	47.00181891
47.30758333	-119.5158889	1	4.277386583
36.66633917	-119.4498483	1	25.93496806
35.14107806	-119.4412294	1	16.66379929
48.958965	-119.4119622	1	48.94183107
36.31866667	-119.3928889	1	24.91676502
35.61967889	-119.3537242	1	35.97964412
36.15630556	-119.3261667	1	44.53693896
47.20770806	-119.3201897	1	36.0236025
36.44856139	-119.3190056	1	37.51733302
46.305635	-119.3041853	1	25.1915895
45.82822222	-119.2591667	1	13.97199356
39.40324917	-119.2518292	1	14.20312276
35.74558056	-119.2365039	1	21.30606503
38.26241917	-119.2257094	1	43.33520474
34.20080083	-119.2072164	1	21.79061565
35.50592944	-119.1915236	1	13.66310147
39.00408444	-119.1579303	1	8.176595474
46.26468028	-119.1190292	1	12.05391134
36.39883833	-119.1073289	1	13.68214476
37.95825861	-119.1065375	1	14.60447958
34.21375472	-119.0943264	1	31.69081451
47.92348361	-119.0805789	1	41.8634697
46.79486278	-119.0802875	1	8.132028308
36.02960778	-119.0627311	1	30.58015821
34.34722167	-119.061215	1	41.28065252
35.43359806	-119.0567681	1	13.15691401
35.32483333	-118.9958333	1	9.655061818
44.40416667	-118.9625	1	26.25374835
43.59212778	-118.9549789	1	27.52065294
45.69505556	-118.8414444	1	23.19554683
37.62404861	-118.8377722	1	37.67087921
39.499545	-118.7490197	1	14.57448062
47.75320639	-118.7438936	1	40.53125483
47.3582025	-118.6733264	1	43.56502691
38.54436583	-118.6343003	1	35.71220199
40.066405	-118.5651664	1	34.11555476
34.20980972	-118.4899733	1	9.952273057
34.01582194	-118.4512961	1	4.653855698
35.13497222	-118.43925	1	24.28301758
35.72828472	-118.4198069	1	42.41062577
33.40494444	-118.4158611	1	28.06252316
34.25932528	-118.4134331	1	2.977836943
33.94253611	-118.4080744	1	25.17437902
47.12487194	-118.3927539	1	42.19364863
37.37309556	-118.3636089	1	22.54986646
34.20061917	-118.3584969	1	18.66641698
33.8033775	-118.3396	1	38.85748763
33.92283972	-118.3351872	1	27.89104199
34.50415889	-118.3128561	1	33.6263354
46.09456167	-118.2880367	1	4.866935433
33.89001611	-118.2436831	1	34.70657742
34.74095944	-118.2189489	1	48.44789549
36.81382111	-118.2050956	1	34.89404309
47.65404528	-118.1677519	1	10.70333425
35.05936472	-118.1518561	1	49.01455838
33.81772222	-118.1516111	1	3.477548132
34.62938889	-118.0845528	1	49.96044225
36.58826667	-118.0520314	1	46.93292616
34.08600889	-118.0348453	1	3.333129176
35.15125306	-118.0166667	1	12.31440005
45.29020944	-118.0071108	1	49.9476443
33.87201417	-117.9797842	1	22.09968816
38.92409111	-117.9590072	1	33.96100418
48.54156944	-117.8844247	1	11.07336203
33.67565861	-117.8682225	1	49.95618647
35.65884306	-117.8295122	1	33.38673809
44.83733333	-117.8090833	1	1.344740643
40.89661111	-117.8058889	1	6.888183873
34.09164833	-117.7817803	1	43.81805702
42.00211083	-117.7231972	1	24.3809417
34.11154056	-117.6875897	1	21.82413194
47.615058	-117.655803	1	45.41243149
33.97469444	-117.6366111	1	46.38023938
33.89765389	-117.60244	1	16.52100128
34.056	-117.6011944	1	38.56265146
47.61985556	-117.5338425	1	45.85916089
33.95187528	-117.4451017	1	13.80365246
47.96663889	-117.4266667	1	49.37110904
47.23683778	-117.4210244	1	49.92969762
46.8584975	-117.4137964	1	10.16739642
48.70727528	-117.4126036	2	38.19143059
34.12934361	-117.4016303	2	44.35383577
34.593225	-117.3794667	2	16.6089621
33.21797639	-117.3515075	2	2.376135622
35.81245333	-117.3272783	2	37.94526531
47.68281806	-117.3225583	2	23.53735079
34.37722333	-117.3158783	2	2.041607971
33.12822222	-117.2802222	2	6.87604999
33.127231	-117.278727	2	42.91624122
33.88057333	-117.2594836	2	22.9912665
45.35709583	-117.2532244	2	39.37640299
33.35419806	-117.2508686	2	7.297115288
37.71798833	-117.2384119	2	48.51056293
34.09535361	-117.2348742	2	5.834338606
39.46798056	-117.1953703	2	22.65774684
32.73355611	-117.1896567	2	2.656528192
34.57528944	-117.1861792	2	38.7238753
34.08526167	-117.1463789	2	2.363676446
32.81573306	-117.1395664	2	34.26700842
33.57605556	-117.1279722	2	6.16865169
38.06020222	-117.0871536	2	19.20965291
33.73398167	-117.0225258	2	4.937198329
46.37449806	-117.0153944	2	6.041490274
44.02052417	-117.013635	2	4.584282233
32.57230556	-116.98025	2	7.615106082
32.82623111	-116.9724497	2	5.338326183
44.20683056	-116.9623869	2	31.80564717
43.61488056	-116.9215372	2	25.78257892
33.038905	-116.9136392	2	35.18152708
48.19018611	-116.9093644	2	16.40554883
36.46383694	-116.8814425	2	11.63399486
40.59904583	-116.8743358	2	40.50215274
34.26361944	-116.854475	2	42.74292112
33.92307111	-116.8505756	2	21.69980964
47.77429167	-116.8196231	2	8.710078175
36.86105722	-116.7870036	2	8.572237155
34.85371333	-116.7866875	2	47.44243274
43.64186111	-116.6357778	2	32.20155088
47.32768722	-116.5773906	2	10.28592267
48.29965139	-116.5597681	2	7.600809123
43.58133333	-116.5230556	2	16.66395651
33.82921556	-116.5062531	2	44.62561948
46.24710917	-116.4801447	2	16.85815165
44.7498875	-116.4468092	2	30.04207557
33.25902778	-116.3209722	2	23.97191799
48.72632639	-116.2954761	2	6.087828242
46.49129139	-116.2768061	2	36.4924336
33.7484375	-116.2748133	2	2.346833348
43.56444444	-116.2227778	2	13.89663442
47.54769889	-116.1885008	2	37.78584911
41.95323306	-116.1876014	2	19.2483307
33.62789944	-116.1601194	2	22.43457544
45.94255806	-116.1234158	2	25.33697528
44.88879556	-116.1017497	2	48.51152083
44.4937825	-116.0162422	2	11.71965385
46.21934028	-116.0134736	2	34.92068475
39.60416667	-116.0050597	2	33.32047091
34.13208528	-115.9458319	2	20.59738364
40.82492611	-115.7916964	2	21.20285239
43.13125278	-115.7295944	2	44.33268287
32.83422028	-115.5787456	2	17.8851147
32.9931	-115.5169325	2	14.32995356
32.66950333	-115.5133281	2	4.46694217
48.28384528	-115.4902453	2	34.19536918
35.76827222	-115.3296378	2	34.01353781
47.57493556	-115.2843164	2	16.60549717
32.84032361	-115.2674806	2	21.04050613
36.21166667	-115.19575	2	39.96590066
37.36246083	-115.1944622	2	17.7894518
36.08036111	-115.1523333	2	5.243089395
35.97636444	-115.1327708	2	19.17602176
48.96885444	-115.0704464	2	15.24541157
41.11853306	-114.9222661	2	31.52734579
47.47243611	-114.900135	2	48.66166308
35.94748028	-114.8610967	2	32.51218916
47.16825944	-114.8537411	2	39.21616058
39.29969444	-114.8418889	2	34.41902212
42.59157139	-114.7967178	2	10.18750507
42.91716639	-114.7651575	2	40.64612161
33.61916278	-114.7168764	2	40.9524804
41.97602222	-114.6580911	2	17.87251543
34.76619444	-114.6232931	2	1.197578819
32.65658333	-114.6059722	2	21.0304734
35.15738889	-114.5595278	2	43.83401828
42.48180389	-114.4877356	2	0.287269958
36.31108972	-114.4638672	2	4.455417614
42.72663639	-114.4571506	2	11.91525106
36.56803	-114.4433133	2	49.63662948
34.52751083	-114.4310697	2	18.71225068
37.78746444	-114.4216567	2	32.3379402
34.56816056	-114.3561783	2	27.51504202
36.02054056	-114.3352461	2	3.894642729
48.17856944	-114.3037408	2	15.14884907
43.50484139	-114.2965903	2	0.464194134
34.15063889	-114.2712222	2	25.51593819
48.31140472	-114.2550694	2	22.19108853
44.52297806	-114.2175642	2	4.822370298
47.69543861	-114.1851178	2	5.720143873
46.25149444	-114.1255403	2	46.26799418
47.57076861	-114.0967783	2	36.36129828
46.91630556	-114.0905556	2	23.11451334
36.83497556	-114.0552453	2	9.61244659
46.52511111	-114.0528056	2	16.89454855
40.71869528	-114.03089	2	18.10859489
35.25947222	-113.9380556	2	16.69858877
45.12047778	-113.8820103	2	23.09667011
35.99221	-113.8166164	2	24.76249186
42.54260361	-113.7715442	2	41.25611124
37.09058333	-113.5930556	2	24.27427225
43.60343056	-113.3340972	2	24.56352815
46.31936972	-113.3050642	2	6.328550081
34.59585278	-113.170195	2	25.63997212
37.70097028	-113.098575	2	33.75021666
36.95994444	-113.0138889	2	30.51045552
38.4266325	-113.0124564	2	4.867978046
42.92102222	-112.8811053	2	27.10916996
47.48133194	-112.8697678	2	17.18442232
46.15313278	-112.86784	2	31.85550737
32.45005694	-112.8673778	2	49.98815268
37.85969694	-112.816055	2	18.01174051
33.96891833	-112.7985128	2	14.0911258
46.38881583	-112.7669842	2	28.42737829
33.42088556	-112.6863	2	5.710976306
32.95810083	-112.6782181	2	21.72657827
38.23071	-112.6753497	2	11.594092
46.97494083	-112.6447606	2	28.70916707
42.91130556	-112.5958611	2	42.10238924
45.25536056	-112.5525067	2	27.23817342
37.01110583	-112.5311936	2	23.96325963
39.38328861	-112.5096683	2	21.76679766
45.95479528	-112.49746	2	20.14470344
34.65447222	-112.4195833	2	13.58514969
37.84523333	-112.3918731	2	32.02194095
48.60835444	-112.3761464	2	38.30600341
33.42281972	-112.3759919	2	10.01586745
40.6122725	-112.3507719	2	24.62765855
43.20925	-112.3495861	2	36.91828157
45.53325917	-112.3091656	2	42.81431067
33.52726278	-112.2951564	2	4.894246486
48.29997583	-112.2508711	2	17.43229311
35.30223222	-112.1940575	2	27.99553161
47.82528056	-112.1662136	2	20.71990339
35.95235389	-112.1469647	2	25.57880961
37.70637111	-112.1454725	2	42.56778369
38.73643611	-112.0989444	2	42.1079413
33.68831667	-112.0825614	2	31.04749796
43.51455556	-112.0701667	2	31.93059648
41.55239139	-112.0622625	2	5.067217012
34.73002111	-112.0351569	2	9.520475429
41.19594417	-112.012175	2	3.307701338
33.43416667	-112.0080556	2	30.70587513
40.61954	-111.9928858	2	6.254540317
46.60681806	-111.9827503	2	24.46293922
40.78838778	-111.9777731	2	39.38259092
48.16863889	-111.9764722	2	8.573906483
42.10690806	-111.9125389	2	40.67171212
33.622875	-111.9105333	2	5.943675067
48.54125278	-111.8720722	2	12.49329266
39.73884333	-111.8716011	2	11.59451163
41.78773083	-111.8526822	2	25.12183137
33.26908333	-111.8111389	3	10.94143998
43.83391139	-111.805105	3	27.47243556
34.84862889	-111.7884614	3	28.41341294
32.95488889	-111.7668333	3	47.94883213
33.46083333	-111.7283333	3	44.8319268
40.21919444	-111.7233611	3	27.10963864
35.13845472	-111.6712183	3	6.015309252
40.14162139	-111.6613125	3	0.623253029
33.30783333	-111.6554722	3	37.80339692
45.27175833	-111.6486389	3	30.92789323
39.32912833	-111.6146397	3	18.44670067
38.36247972	-111.5960164	3	20.12319294
32.80700583	-111.58679	3	28.93060439
37.74532639	-111.5701653	3	13.88405486
45.87852778	-111.5691389	3	19.20335859
46.33111111	-111.4813889	3	37.26795198
36.92611111	-111.4483611	3	30.87931492
40.48180556	-111.4288056	3	45.90666948
32.93594444	-111.4265278	3	41.53330473
36.09276972	-111.3826419	3	24.34609231
47.48200194	-111.3706853	3	46.72212164
34.25683639	-111.3392558	3	15.13224706
42.24714972	-111.33826	3	39.95207437
32.50984389	-111.3253339	3	4.09166371
32.40939028	-111.2185086	3	27.97063921
32.14308333	-111.1728611	3	42.2050644
45.77690139	-111.1530072	3	29.86367353
44.68839917	-111.1176375	3	34.92371516
43.74193056	-111.0978608	3	0.589480226
41.27494528	-111.0321286	3	28.11118099
48.51072222	-110.9908639	3	6.830046566
42.71124583	-110.9421639	3	17.40438755
32.11608333	-110.9410278	3	21.871179
46.50410722	-110.9132667	3	15.45813278
31.41772222	-110.8478889	3	3.298354435
39.61391556	-110.7514183	3	16.32912627
45.04993556	-110.7466008	3	13.52653286
43.60732417	-110.7377389	3	5.601116164
35.02191667	-110.7225278	3	12.04165987
38.41803722	-110.7040378	3	34.46748025
33.35314722	-110.6673611	3	34.74861297
47.84583333	-110.6336111	3	3.353418957
37.44221444	-110.5695836	3	18.30040005
41.82494611	-110.5590586	3	2.906929128
45.69938889	-110.4483056	3	40.94565612
34.00333333	-110.4441667	3	1.56632903
35.79167222	-110.4234653	3	43.33402307
41.39193583	-110.4067961	3	13.25822323
40.19190167	-110.3809886	3	32.24112613
31.99972222	-110.3572222	3	49.44429655
31.58847222	-110.3443889	3	25.17877369
47.59664	-110.2660367	3	20.44259719
36.70972139	-110.2367978	3	22.30277779
47.14718944	-110.2299289	3	48.50709207
38.96136167	-110.2273619	3	27.00450227
34.93891389	-110.1395656	3	35.73885592
34.45283333	-110.1148056	3	38.38205953
48.16247972	-110.1132631	3	13.61702917
42.58506972	-110.1111531	3	13.77197226
40.27829167	-110.0512619	3	27.76337287
34.26527194	-110.0054075	3	37.95647096
33.81255056	-109.9867658	3	46.94329887
45.80638889	-109.9811111	3	4.530164908
32.24540278	-109.8946319	3	9.365079433
31.36399028	-109.8831286	3	30.67990147
46.4541225	-109.8549061	3	22.6010968
42.79549917	-109.8070944	3	18.4112964
48.542985	-109.7623419	3	11.90494932
38.75495611	-109.7548439	3	46.45699747
43.54834722	-109.6902611	3	20.82238226
40.98607	-109.6784811	3	18.40140805
32.85331278	-109.6349708	3	28.56496681
31.46902778	-109.6036667	3	49.07575695
36.11088056	-109.5754222	3	36.29345109
35.70140278	-109.5103814	3	41.82754214
40.44090167	-109.5099203	3	24.42189002
37.58303472	-109.4832889	3	35.0966414
47.04913944	-109.4666006	3	47.58946204
34.51855556	-109.37875	3	30.80287751
47.55164778	-109.3776792	3	47.31513613
37.937215	-109.3465053	3	11.40697638
34.1286575	-109.3114756	3	4.731793086
45.18744472	-109.2673778	3	38.54999545
45.6291075	-109.2507167	3	20.29572198
48.59194444	-109.2488889	3	40.17762067
32.95284306	-109.2103453	3	20.18644505
35.65205556	-109.0673889	3	41.37010568
41.5942175	-109.0651928	3	3.312336062
44.52019417	-109.0237961	3	11.25169296
33.35283972	-108.8672858	3	4.462774835
33.70005472	-108.8506214	3	32.12515951
44.86797222	-108.793	3	26.59016303
35.08322694	-108.7917769	3	5.297966394
35.51105833	-108.7893094	3	12.46366227
48.56666472	-108.7729339	3	31.48966866
40.09469917	-108.7612172	3	29.09335339
45.70308833	-108.7610886	3	6.332102047
42.81523611	-108.7298392	3	48.63227246
36.6977775	-108.7011986	3	39.99817231
32.33278083	-108.6909742	3	18.10672936
37.30299778	-108.6280658	3	28.72406416
38.23879833	-108.5632597	3	5.279819422
46.47357528	-108.5576333	3	29.14785943
45.8076625	-108.5428611	3	37.22115718
39.1224125	-108.5267347	3	8.397551754
43.064235	-108.4598411	3	9.73195588
44.91167028	-108.4455092	3	10.46185214
48.85417361	-108.4090214	3	25.59296513
36.74125	-108.2299444	3	14.70067736
43.65828917	-108.2131542	3	10.239643
35.71765889	-108.2015961	3	39.34806584
32.63654694	-108.1563853	3	2.563186574
44.51644444	-108.0831944	3	39.57978422
38.78539722	-108.0636611	3	38.80808323
43.96571306	-107.9508308	3	10.04485355
48.36694167	-107.9193444	3	32.48840686
37.95375861	-107.90848	3	0.78514929
35.16531472	-107.9006142	3	44.18856938
38.50886722	-107.8938333	3	7.583682228
40.04886222	-107.8859067	3	1.094163471
37.15151667	-107.7537692	3	42.59083029
39.526315	-107.7269403	3	22.9094461
32.26230917	-107.7206397	3	28.78225842
36.80833833	-107.6514444	3	7.827719625
40.49522139	-107.5216467	3	36.56550942
41.03829806	-107.4972869	3	17.42344156
34.09450778	-107.2978142	3	20.96844522
33.23694444	-107.27175	3	26.95688379
40.48118028	-107.2176597	3	7.358236658
41.8055975	-107.19994	3	6.243728013
32.66106083	-107.1979339	3	29.44741621
37.277505	-107.0558742	3	19.21426051
44.76919556	-106.9802794	3	42.93094228
47.33333417	-106.9339564	3	38.14555736
38.53396333	-106.9331817	3	24.47685537
32.28941667	-106.9219722	3	16.38295789
39.64256778	-106.9176953	3	36.02657959
34.02247222	-106.9031389	3	17.61828809
36.828535	-106.8841914	3	22.82064909
39.22316	-106.868845	3	10.8345404
40.51625944	-106.8663006	3	23.59011186
34.64519778	-106.8336958	3	30.09143742
41.44485944	-106.8235264	3	11.37002133
35.14515278	-106.7951617	3	16.5446472
44.38108528	-106.7217897	3	9.65446855
45.85285	-106.7092722	3	12.01599581
31.88098556	-106.7048131	3	42.55853611
46.27110639	-106.6239206	3	2.39850054
48.21246417	-106.6148231	3	30.7930081
35.04022222	-106.6091944	3	49.00580875
42.90835556	-106.4644661	3	26.16020874
31.80666667	-106.3778056	3	2.213786865
40.05367972	-106.3689467	3	44.07679416
39.2202675	-106.3166906	3	13.05207377
35.87980194	-106.2694153	3	5.746492429
31.51567306	-106.1471978	3	19.56136593
38.81416194	-106.1206939	3	7.49911736
35.61677778	-106.0881389	3	23.08793364
36.02502306	-106.0464114	3	15.57932183
37.52855833	-106.0460533	3	44.29546658
38.53916389	-106.0458483	4	35.9308196
34.98560639	-106.0094661	4	28.7221892
32.83994444	-105.9905833	4	22.96439066
40.08970806	-105.9172367	4	37.51490212
33.64886139	-105.895685	4	1.637108595
46.42795972	-105.8862397	4	9.197237152
37.43491667	-105.8665556	4	48.63357619
32.63388889	-105.6863889	4	30.8754595
41.31205	-105.6749864	4	38.65803624
36.45819	-105.6724289	4	40.25190012
36.80030556	-105.5975	4	9.418792115
48.09451778	-105.5750536	4	15.97727822
47.41861972	-105.5619431	4	1.323052797
44.34889806	-105.5393614	4	28.00881261
33.46285	-105.5347508	4	7.496972361
48.80772722	-105.43947	4	38.56257265
45.433325	-105.4172133	4	43.23795919
42.79725	-105.3857361	4	36.04800015
46.77917333	-105.3047083	4	34.39380685
36.42240972	-105.2892967	4	11.89344258
40.03942972	-105.2258217	4	6.777869224
48.11595861	-105.1821928	4	32.99695543
40.16367139	-105.1630369	4	42.85109862
35.65422222	-105.1423889	4	44.44399391
39.90878667	-105.1172158	4	32.27190879
38.42838111	-105.1054994	4	20.53075992
40.010225	-105.047975	4	28.46648635
40.45182722	-105.0113356	4	48.11881608
42.05552528	-104.9327492	4	20.00420714
39.57012833	-104.8492942	4	11.99531449
41.1557225	-104.8118381	4	29.3017856
47.13871861	-104.8071994	4	46.99211713
37.69640056	-104.7838747	4	31.08739577
31.05784417	-104.7838056	4	21.15044293
38.80580556	-104.70025	4	29.195866
39.85840806	-104.6670019	4	34.70561736
34.93442472	-104.643065	4	0.222863195
40.43561833	-104.6321156	4	37.04081292
36.32697806	-104.6197117	4	27.64868221
38.94574889	-104.5698933	4	20.15012804
39.78525	-104.5431389	4	46.39130872
45.87791444	-104.5375072	4	46.28446291
48.79030583	-104.533845	4	30.15356479
33.30155556	-104.5305556	4	1.033214015
48.15333333	-104.5038889	4	43.66557036
36.74152778	-104.5021833	4	37.86438214
38.28908722	-104.4965722	4	0.064028519
32.85252806	-104.4676864	4	10.93177753
42.75380806	-104.4045536	4	17.38235022
37.25937778	-104.340675	4	8.226527043
43.88545056	-104.3179178	4	12.36267843
32.33747222	-104.2632778	4	41.88717634
46.34763639	-104.2594475	4	11.57363478
34.48339944	-104.2171967	4	29.68665943
47.70685778	-104.1925544	4	28.82363093
35.36671583	-104.1880314	4	27.89372694
42.0645475	-104.1526986	4	9.176731765
41.15331528	-104.1302292	4	33.32063863
30.37147222	-104.0166944	4	31.34551169
46.92362444	-103.9785389	4	13.01923697
44.7342075	-103.8619925	4	43.86777486
43.29525056	-103.8435325	4	48.29853502
40.33423194	-103.8039508	4	7.487885066
44.48022222	-103.7768889	4	24.07528983
30.38422222	-103.6835833	4	8.466213819
41.18805556	-103.6773889	4	10.46974964
39.272765	-103.6663392	4	31.8057645
48.17793861	-103.6423467	4	18.58999838
43.73331611	-103.6176947	4	48.94707854
35.18277806	-103.6031853	4	31.27916945
41.87402778	-103.5956389	4	26.20370591
45.58055222	-103.5296356	4	7.324543173
31.3823575	-103.5107017	4	41.58837613
38.05134111	-103.5106908	4	6.563434809
46.18699111	-103.4280806	4	24.55801589
34.14547222	-103.4103333	4	33.58558288
32.95394444	-103.4087778	4	7.001083994
43.36824528	-103.3881378	4	34.7088446
44.41761111	-103.3747778	4	13.67138749
48.92851556	-103.2972514	4	19.12231097
33.26122278	-103.2768939	4	26.4580378
40.6152625	-103.2646556	4	33.30628411
47.79569972	-103.2536992	4	45.29035335
32.45679139	-103.2404708	4	43.63624589
40.17563333	-103.2220278	4	5.76267659
32.68752778	-103.2170278	4	9.703288066
31.77962833	-103.2013619	4	43.27709173
32.13107833	-103.1548506	4	39.53948753
36.44585972	-103.1546583	4	14.00029373
44.145094	-103.103567	4	3.615999114
42.83755556	-103.0954167	4	2.438219226
34.42513889	-103.0792778	4	37.77519106
44.04532139	-103.0573708	4	1.541548986
41.10133333	-102.9852778	4	24.50232077
30.91566667	-102.9161389	4	47.73451771
31.58246583	-102.9090428	4	49.51989511
48.3805325	-102.8979853	4	23.8230988
42.05325	-102.8037222	4	41.83794957
46.79738889	-102.8019528	4	9.369119428
33.72926389	-102.7338183	4	41.43158253
40.10415306	-102.7129869	4	36.89139949
38.06969444	-102.6885	4	44.08169488
46.01494444	-102.6559722	4	14.31324169
32.67535389	-102.652685	4	26.89879429
34.18513639	-102.6410981	4	42.24014472
36.022585	-102.5472775	4	15.88637176
32.33111111	-102.5295278	4	34.78807337
43.02257694	-102.5110728	4	21.21453408
36.77430028	-102.5104364	4	16.37474789
45.51859778	-102.4671042	4	24.62621618
41.07747222	-102.4640556	4	7.665221542
42.73748639	-102.4448947	4	10.8071174
48.30079861	-102.4063514	4	14.66046903
35.23199833	-102.3990931	4	5.478743305
31.92056722	-102.3870892	4	39.85411103
33.92395306	-102.3866831	4	19.8213751
33.54980833	-102.3727333	4	26.83721559
41.40097222	-102.3550278	4	15.28652282
34.85761639	-102.3272017	4	28.11061828
46.359725	-102.3229389	4	24.69741594
34.56673556	-102.3226947	4	31.87101625
39.2425	-102.2853889	4	25.01794914
40.56943056	-102.2726875	4	21.80021945
43.99498861	-102.2504367	4	26.87463254
40.10032333	-102.24096	4	34.32732959
31.94252778	-102.2019139	4	15.13936147
33.173675	-102.1926208	4	11.23713885
42.80597222	-102.17525	4	49.91058913
47.93640083	-102.1421142	4	12.37018904
45.91869722	-102.1061778	4	34.67652412
32.03652444	-102.1010278	4	20.56563505
48.66758278	-102.0475944	4	12.8111558
45.03609417	-102.0198803	4	33.92859464
35.85792833	-102.0130978	4	2.696203898
32.75627778	-101.9194722	4	10.49983065
37.00188194	-101.8821258	4	14.56396843
46.81278306	-101.8601556	4	28.83882698
33.66363889	-101.8227778	4	0.259652366
39.76104833	-101.7958414	4	12.55950302
34.56682472	-101.7814611	4	23.76526684
42.00942944	-101.7693439	4	43.75046682
41.11961111	-101.7689444	4	45.87453601
38.45418222	-101.7462828	4	25.83560333
37.99167972	-101.7462822	4	14.25325103
40.86952778	-101.7328611	4	9.426832537
37.58271111	-101.73281	4	14.60243991
34.16814722	-101.7173361	4	22.05639147
43.16564083	-101.7126953	4	6.494381302
35.2193725	-101.7059272	4	49.33291521
39.37062194	-101.6989919	4	29.9321824
33.48481	-101.6607158	4	13.05703727
40.50930556	-101.6205278	4	21.89303749
44.04862722	-101.5990603	4	14.35895093
47.28986111	-101.5809444	4	35.0815429
48.76838333	-101.5369953	4	18.14292064
32.21261111	-101.5216389	4	37.87190165
36.68507194	-101.5077817	4	39.74836383
43.83332611	-101.4970881	4	24.75696233
47.65594444	-101.4372222	4	23.61071859
36.23372611	-101.4321894	4	31.79245751
35.70004194	-101.3940536	5	14.31143661
37.60375278	-101.3733889	5	44.95462148
37.16308056	-101.3705267	5	23.52340749
48.415769	-101.358039	5	13.15941502
38.45696333	-101.3532161	5	3.567799725
33.20370556	-101.340415	5	34.2495816
34.00230056	-101.330435	5	17.33170338
48.25937778	-101.2803339	5	25.7046424
37.96946389	-101.2554472	5	6.335209818
44.984375	-101.2510417	5	39.53923666
36.85708306	-101.2270903	5	36.49140369
30.73528028	-101.2029719	5	43.89381499
36.221	-101.1945	5	16.71752955
39.42753083	-101.0465719	5	34.49555833
39.84013889	-101.0420278	5	16.7968164
47.35305	-101.0273681	5	1.654335359
35.61298806	-100.9962608	5	31.81631592
37.45419111	-100.9921119	5	40.92004521
37.04420944	-100.9598611	5	9.566147734
32.69338667	-100.9504525	5	44.86675221
29.37181222	-100.9232339	5	45.74691738
46.76823667	-100.8943433	5	47.04895166
38.47427778	-100.8849444	5	9.747042568
39.10994444	-100.8164444	5	28.5700257
45.79680833	-100.7842503	5	18.52789282
36.41200333	-100.7517883	5	33.24255915
46.77411111	-100.7467222	5	24.05480582
37.92751556	-100.7244147	5	1.439138232
43.85165639	-100.7120811	5	14.20747357
41.12621194	-100.6836542	5	19.36606101
46.06638556	-100.6348492	5	20.71489218
